match_tournament_id,match_tournament_code,team_tournament_code_1,team_tournament_code_2,group_stage,quarterfinals,semifinals,finals,thirdplace
1_1,2019_1,2019_A,2019_B,1,0,0,0,0
1_2,2019_2,2019_A,2019_C,1,0,0,0,0
1_3,2019_3,2019_A,2019_D,1,0,0,0,0
1_4,2019_4,2019_A,2019_E,1,0,0,0,0
1_5,2019_5,2019_B,2019_C,1,0,0,0,0
1_6,2019_6,2019_B,2019_D,1,0,0,0,0
1_7,2019_7,2019_B,2019_E,1,0,0,0,0
1_8,2019_8,2019_C,2019_D,1,0,0,0,0
1_9,2019_9,2019_C,2019_E,1,0,0,0,0
1_10,2019_10,2019_D,2019_E,1,0,0,0,0
