team_tournament_id,team_tournament_code,team_name,team_result
6_1,2022-profi_A,A,
6_2,2022-profi_B,B,
6_6,2022-profi_C,C,
6_4,2022-profi_D,D,
6_5,2022-profi_I,I,
6_6,2022-profi_J,J,
6_7,2022-profi_L,L,
6_8,2022-profi_K,K,
6_9,2022-profi_Fin1,Fin1,1
6_10,2022-profi_Fin2,Fin2,2
